workerid,proliferate.condition,attention,comments,id,response,sentence_a,sentence_b,shift_a,shift_b,slide_number_in_experiment,error
64,Group 18,,,4,6,Melissa prepared in her kitchen a wrapped birthday present with red ribbon in a white box.,Melissa prepared a wrapped birthday present with red ribbon in a white box in her kitchen.,0,1,17,
64,Group 18,,,163,6,John made a grand hearty celebratory feast of pie from the farm for the homeless man on the street.,John made the homeless man on the street a grand hearty celebratory feast of pie from the farm.,0,1,18,
64,Group 18,0,,attention,,,,,,19,
64,Group 18,,,192,1,John played a new danceable song from his favorite record label for his visiting exchange roommate from Korea with his professor.,John played his visiting exchange roommate from Korea with his professor a new danceable song from his favorite record label.,1,0,20,
64,Group 18,,,146,1,John rents modern vacation houses from a famous architect to immigrants with college degrees.,John rents immigrants with college degrees modern vacation houses from a famous architect.,1,0,21,
64,Group 18,,,58,6,Melissa took at the college courses for her graduate program on astronomy under the famous professor.,Melissa took courses for her graduate program on astronomy under the famous professor at the college.,1,0,22,
64,Group 18,,,229,5,John wrote a long letter with bank information for the financial account for the house to his family.,John wrote his family a long letter with bank information for the financial account for the house.,1,0,23,
64,Group 18,0,,attention,,,,,,24,
64,Group 18,,,68,2,Melissa presented for the competition a shiny winning trophy with her name.,Melissa presented a shiny winning trophy with her name for the competition.,0,1,25,
64,Group 18,,,118,2,Melissa made for the party a blue vanilla cake with her name in green frosting.,Melissa made a blue vanilla cake with her name in green frosting for the party.,0,1,26,
64,Group 18,,,14,3,Melissa gave to the team a shiny gold trophy with her name for her performance.,Melissa gave a shiny gold trophy with her name for her performance to the team.,0,1,27,
64,Group 18,,,478,6,John takes apart their oppositional argument for the next election.,John takes their oppositional argument for the next election apart.,0,1,28,
64,Group 18,0,,attention,,,,,,29,
88,Group 18,,,example1,3,,,,,2,
88,Group 18,,,example2,7,,,,,3,
88,Group 18,,,377,6,John kept up the joke about his role for the play.,John kept the joke about his role for the play up.,0,1,5,
88,Group 18,,,190,4,John sells small cheap studio apartments on the main street in downtown to college students at the campus in the city.,John sells college students at the campus in the city small cheap studio apartments on the main street in downtown.,0,1,6,
88,Group 18,,,217,7,John showed the Baroque church building from Italy to his longtime friend with an art history degree.,John showed his longtime friend with an art history degree the Baroque church building from Italy.,0,1,7,
88,Group 18,,,14,5,Melissa gave to the team a shiny gold trophy with her name for her performance.,Melissa gave a shiny gold trophy with her name for her performance to the team.,0,1,8,
88,Group 18,0,,attention,,,,,,9,
88,Group 18,,,192,4,John played a new danceable song from his favorite record label for his visiting exchange roommate from Korea with his professor.,John played his visiting exchange roommate from Korea with his professor a new danceable song from his favorite record label.,1,0,10,
88,Group 18,,,386,2,John worked out the revised schedule for his employees in the team.,John worked the revised schedule for his employees in the team out.,1,0,11,
88,Group 18,,,146,2,John rents modern vacation houses from a famous architect to immigrants with college degrees.,John rents immigrants with college degrees modern vacation houses from a famous architect.,1,0,12,
88,Group 18,,,478,3,John takes apart their oppositional argument for the next election.,John takes their oppositional argument for the next election apart.,1,0,13,
88,Group 18,0,,attention,,,,,,14,
88,Group 18,,,303,4,Janet drove with a cheap van with space to the warm surfing beach in the countryside by her mother's home.,Janet drove to the warm surfing beach in the countryside by her mother's home with a cheap van with space.,0,1,15,
88,Group 18,,,118,1,Melissa made for the party a blue vanilla cake with her name in green frosting.,Melissa made a blue vanilla cake with her name in green frosting for the party.,0,1,16,
88,Group 18,,,60,1,Melissa saw after the party the tall man with the axe from the forest.,Melissa saw the tall man with the axe from the forest after the party.,0,1,17,
88,Group 18,,,229,1,John wrote a long letter with bank information for the financial account for the house to his family.,John wrote his family a long letter with bank information for the financial account for the house.,0,1,18,
88,Group 18,0,,attention,,,,,,19,
88,Group 18,,,58,7,Melissa took at the college courses for her graduate program on astronomy under the famous professor.,Melissa took courses for her graduate program on astronomy under the famous professor at the college.,1,0,20,
88,Group 18,,,163,7,John made a grand hearty celebratory feast of pie from the farm for the homeless man on the street.,John made the homeless man on the street a grand hearty celebratory feast of pie from the farm.,1,0,21,
88,Group 18,,,370,4,Janet ate inside the American restaurant on main street with the attractive man from her gym.,Janet ate with the attractive man from her gym inside the American restaurant on main street.,1,0,22,
88,Group 18,,,4,4,Melissa prepared in her kitchen a wrapped birthday present with red ribbon in a white box.,Melissa prepared a wrapped birthday present with red ribbon in a white box in her kitchen.,1,0,23,
88,Group 18,0,,attention,,,,,,24,
88,Group 18,,,261,4,Janet went in a big loaded truck from the military to advanced graduate class.,Janet went to advanced graduate class in a big loaded truck from the military.,0,1,25,
88,Group 18,,,68,4,Melissa presented for the competition a shiny winning trophy with her name.,Melissa presented a shiny winning trophy with her name for the competition.,0,1,26,
88,Group 18,,,211,7,John built an automated app for the injured homeless citizens in a city.,John built the injured homeless citizens in a city an automated app.,0,1,27,
88,Group 18,,,20,1,Melissa enjoyed at her university fascinating courses on astronomy under the famous professor.,Melissa enjoyed fascinating courses on astronomy under the famous professor at her university.,0,1,28,
88,Group 18,0,,attention,,,,,,29,
139,Group 18,,,example1,2,,,,,2,
139,Group 18,,,example2,6,,,,,3,
139,Group 18,,,192,5,John played a new danceable song from his favorite record label for his visiting exchange roommate from Korea with his professor.,John played his visiting exchange roommate from Korea with his professor a new danceable song from his favorite record label.,0,1,5,
139,Group 18,,,4,3,Melissa prepared in her kitchen a wrapped birthday present with red ribbon in a white box.,Melissa prepared a wrapped birthday present with red ribbon in a white box in her kitchen.,0,1,6,
139,Group 18,,A is more natural because the subject follows the verb directly,60,2,Melissa saw after the party the tall man with the axe from the forest.,Melissa saw the tall man with the axe from the forest after the party.,0,1,7,
139,Group 18,,,261,4,Janet went in a big loaded truck from the military to advanced graduate class.,Janet went to advanced graduate class in a big loaded truck from the military.,0,1,8,
139,Group 18,0,,attention,,,,,,9,
139,Group 18,,,146,1,John rents modern vacation houses from a famous architect to immigrants with college degrees.,John rents immigrants with college degrees modern vacation houses from a famous architect.,1,0,10,
139,Group 18,,,303,3,Janet drove with a cheap van with space to the warm surfing beach in the countryside by her mother's home.,Janet drove to the warm surfing beach in the countryside by her mother's home with a cheap van with space.,1,0,11,
139,Group 18,,,163,4,John made a grand hearty celebratory feast of pie from the farm for the homeless man on the street.,John made the homeless man on the street a grand hearty celebratory feast of pie from the farm.,1,0,12,
139,Group 18,,,118,6,Melissa made for the party a blue vanilla cake with her name in green frosting.,Melissa made a blue vanilla cake with her name in green frosting for the party.,1,0,13,
139,Group 18,0,,attention,,,,,,14,
139,Group 18,,,14,5,Melissa gave to the team a shiny gold trophy with her name for her performance.,Melissa gave a shiny gold trophy with her name for her performance to the team.,0,1,15,
139,Group 18,,,377,6,John kept up the joke about his role for the play.,John kept the joke about his role for the play up.,0,1,16,
139,Group 18,,,190,6,John sells small cheap studio apartments on the main street in downtown to college students at the campus in the city.,John sells college students at the campus in the city small cheap studio apartments on the main street in downtown.,0,1,17,
139,Group 18,,,478,6,John takes apart their oppositional argument for the next election.,John takes their oppositional argument for the next election apart.,0,1,18,
